object_id,camp_name,num_employee,employ_others,yes_employ_others,avg_customers,business_type,business_type_clothing,business_type_grocery,business_type_restaurant,business_type_craft,market_condition,market_security,market_depth,cash_food_local,outside_job,competition,income_compare,business_start,sell_food_assistance,sell_food_assistance_yes,customer_locations,customer_locations_camp_change,entrepreneurship_training,training_grow,training_grow_financing,training_grow_training,finances_care,finances_care_underbed,finances_care_remmitances,finances_care_mobile,finances_care_other_text,finances_care_other,business_leave_camp,leave_camp_support_business,id_problem_fequency,ibs,ibs_comm,ibs_saco,ibs_mobile,ibs_microloan,ibs_nobank,key_good_demand_change,x,y,household_money_supply
4,mugombwa,2,noemploy,,40,general/clothing,TRUE,FALSE,FALSE,FALSE,poor,good,formal,yes,no,five,remain,3/31/2014,no,,aroundcamp,no,no,financing,TRUE,FALSE,other,FALSE,FALSE,FALSE,TRUE,sacco,no,daily,monthly,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.85486,-2.69662,beans
5,mugombwa,2,yesfamily,2,50,general,FALSE,FALSE,FALSE,FALSE,poor,good,house,no,no,two,increased,########,yes,50,aroundcamp,no,no,financing,TRUE,FALSE,mobilemoney/other,FALSE,FALSE,TRUE,TRUE,tigo cash,yes,daily,daily,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.85486,-2.69662,airtime
6,mugombwa,1,noemploy,,30,restaurant,FALSE,FALSE,TRUE,FALSE,poor,good,house,yes,no,four,increased,8/19/2016,no,,aroundcamp,yes,no,training,FALSE,TRUE,other,FALSE,FALSE,FALSE,TRUE,cooperatives,no,daily,weekly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.85486,-2.69662,firewood
7,mugombwa,1,noemploy,,100,business,FALSE,FALSE,FALSE,FALSE,poor,good,house,yes,no,two,increased,1/12/2017,no,,aroundcamp,yes,no,financing,TRUE,FALSE,other,FALSE,FALSE,FALSE,TRUE,at the bank,no,daily,monthly,saco/mobile,FALSE,TRUE,TRUE,FALSE,FALSE,yes,29.74182,-2.60171,other
8,mugombwa,1,yesfamily,2,4,craft,FALSE,FALSE,FALSE,TRUE,poor,good,house,yes,no,two,unsure,1/12/2017,no,,aroundcamp,yes,yes,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,no,daily,monthly,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.85486,-2.69662,other
9,mugombwa,2,noemploy,,80,other,FALSE,FALSE,FALSE,FALSE,poor,good,house,yes,no,five,increased,########,no,,aroundcamp,yes,no,training,FALSE,TRUE,other,FALSE,FALSE,FALSE,TRUE,sacco,no,daily,monthly,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.85486,-2.69662,other
10,mugombwa,1,yeshost,1,5,general,FALSE,FALSE,FALSE,FALSE,poor,good,daily,no,no,zero,remain,########,no,,aroundcamp,yes,no,financing,TRUE,FALSE,other,FALSE,FALSE,FALSE,TRUE,population bank,yes,daily,daily,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.85486,-2.69662,beans
11,mugombwa,1,noemploy,,20,general,FALSE,FALSE,FALSE,FALSE,poor,good,house,yes,no,four,increased,4/1/2014,yes,3,aroundcamp,yes,no,financing,TRUE,FALSE,other,FALSE,FALSE,FALSE,TRUE,sacco(saving and credit cooperatives),no,daily,monthly,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.85486,-2.69662,firewood
12,mugombwa,5,yesother,4,60,restaurant/other,FALSE,FALSE,TRUE,FALSE,good,good,house,yes,yes,one,increased,4/19/2016,no,,aroundcamp,yes,no,financing,TRUE,FALSE,remittances,FALSE,TRUE,FALSE,FALSE,,yes,daily,frequent,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.84931,-2.6758,airtime
13,mugombwa,4,yesother,3,20,clothing/other,TRUE,FALSE,FALSE,FALSE,good,good,house,yes,no,zero,increased,9/24/2016,no,,aroundcamp,yes,yes,training,FALSE,TRUE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,weekly,frequent,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.85121,-2.67453,firewood
14,mugombwa,1,noemploy,,1,clothing/other,TRUE,FALSE,FALSE,FALSE,good,good,house/daily,no,yes,five,increased,8/19/2015,no,,districtonly,yes,no,financing,TRUE,FALSE,other,FALSE,FALSE,FALSE,TRUE,He immediately spends all his money on other materials.,yes,weekly,frequent,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.85115,-2.67471,firewood
15,mugombwa,1,noemploy,,10,grocery,FALSE,TRUE,FALSE,FALSE,good,good,house,yes,yes,five,notapplicable,1/4/2017,no,,aroundcamp,no,no,financing,TRUE,FALSE,underbed,TRUE,FALSE,FALSE,FALSE,,yes,daily,frequent,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.85128,-2.67487,firewood
16,mugombwa,14,yesother,14,30,grocery,FALSE,TRUE,FALSE,FALSE,good,good,daily,yes,yes,five,increased,3/14/2015,yes,3,aroundcamp,yes,no,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,daily,frequent,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.84976,-2.67497,firewood
17,mugombwa,1,noemploy,,5,grocery/clothing,TRUE,TRUE,FALSE,FALSE,good,good,daily/house,no,no,five,increased,########,yes,10,aroundcamp,yes,no,financing,TRUE,FALSE,underbed,TRUE,FALSE,FALSE,FALSE,,no,daily,monthly,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.84966,-2.67501,firewood
18,mugombwa,25,yesother,1,5,general,FALSE,FALSE,FALSE,FALSE,poor,good,house,yes,no,four,increased,7/29/2016,yes,1,aroundcamp,yes,no,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,daily,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,no,29.84989,-2.6738,firewood
19,mugombwa,40,yesother,1,30,general,FALSE,FALSE,FALSE,FALSE,poor,good,house,yes,no,three,increased,1/9/2015,no,,aroundcamp,yes,no,financing,TRUE,FALSE,underbed,TRUE,FALSE,FALSE,FALSE,,yes,daily,monthly,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,no,29.85061,-2.6735,firewood
20,mugombwa,2,yesother,1,20,general,FALSE,FALSE,FALSE,FALSE,poor,good,house,yes,no,three,decrease,1/18/2017,yes,1,districtonly,yes,no,financing,TRUE,FALSE,underbed,TRUE,FALSE,FALSE,FALSE,,yes,daily,monthly,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,no,29.85009,-2.67406,firewood
21,mugombwa,2,yesother,2,65,cell,FALSE,FALSE,FALSE,FALSE,poor,good,house,yes,no,four,increased,1/19/2017,yes,1,aroundcamp,yes,no,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,daily,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.85135,-2.67489,firewood
22,mugombwa,6,yesother,6,60,business,FALSE,FALSE,FALSE,FALSE,poor,good,house,yes,no,two,increased,1/19/2017,no,,districtonly,yes,no,financing,TRUE,FALSE,other,FALSE,FALSE,FALSE,TRUE,Saco,yes,daily,monthly,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.85056,-2.67475,firewood
23,mugombwa,1,noemploy,,10,restaurant,FALSE,FALSE,TRUE,FALSE,poor,good,house,yes,no,three,increased,12/2/2016,yes,2,districtonly,no,yes,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,daily,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.84972,-2.67491,phones
24,kigeme,1,noemploy,,5,grocery,FALSE,TRUE,FALSE,FALSE,good,good,house,yes,no,three,increased,4/14/2014,,,aroundcamp,no,no,training,FALSE,TRUE,underbed,TRUE,FALSE,FALSE,FALSE,,yes,daily,weekly,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,no,29.52258,-2.48666,
25,kigeme,4,yesother,3,30,clothing/other,TRUE,FALSE,FALSE,FALSE,good,good,nosell,yes,no,five,decrease,########,,,aroundcamp,yes,yes,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,weekly,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.52466,-2.48839,
26,kigeme,12,yesfamily,11,30,general,FALSE,FALSE,FALSE,FALSE,good,good,house,yes,no,two,increased,3/6/2013,,,aroundcamp,yes,no,training,FALSE,TRUE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,daily,daily,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.52461,-2.48841,
27,kigeme,2,yesfamily,1,60,clothing/grocery/general,TRUE,TRUE,FALSE,FALSE,good,good,house,yes,no,three,decrease,8/19/2013,,,aroundcamp,no,no,financing,TRUE,FALSE,underbed,TRUE,FALSE,FALSE,FALSE,,no,daily,monthly,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.52454,-2.48828,
28,kigeme,1,noemploy,,35,other/restaurant,FALSE,FALSE,TRUE,FALSE,good,good,house,yes,no,two,increased,5/9/2016,,,aroundcamp,yes,no,training,FALSE,TRUE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,no,daily,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.52455,-2.48824,
29,kigeme,2,yesfamily,1,100,grocery/general,FALSE,TRUE,FALSE,FALSE,good,damaged,house,yes,no,five,decrease,7/26/2014,,,aroundcamp,yes,yes,financing,TRUE,FALSE,remittances,FALSE,TRUE,FALSE,FALSE,,yes,weekly,daily,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.52477,-2.48808,
30,kigeme,2,yesfamily,1,50,general,FALSE,FALSE,FALSE,FALSE,good,good,house,yes,no,three,increased,1/24/2016,,,aroundcamp,yes,no,financing,TRUE,FALSE,remittances,FALSE,TRUE,FALSE,FALSE,,yes,weekly,monthly,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.52423,-2.48834,
31,kigeme,1,noemploy,,40,grocery,FALSE,TRUE,FALSE,FALSE,good,good,house,yes,no,two,increased,########,,,aroundcamp,yes,yes,training,FALSE,TRUE,remittances,FALSE,TRUE,FALSE,FALSE,,yes,weekly,monthly,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.52368,-2.48657,
32,kigeme,1,noemploy,,30,grocery,FALSE,TRUE,FALSE,FALSE,poor,good,house,yes,no,two,increased,1/5/2017,,,aroundcamp,no,yes,other,FALSE,FALSE,remittances,FALSE,TRUE,FALSE,FALSE,,yes,weekly,monthly,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.52338,-2.4857,
33,kigeme,1,noemploy,,25,grocery,FALSE,TRUE,FALSE,FALSE,damaged,good,house,yes,no,zero,decrease,########,,,aroundcamp,yes,no,other,FALSE,FALSE,underbed,TRUE,FALSE,FALSE,FALSE,,yes,frequent,monthly,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.5232,-2.48497,
34,kigeme,2,yesfamily,2,30,general/grocery,FALSE,TRUE,FALSE,FALSE,good,good,house,yes,no,five,increased,1/16/2016,,,aroundcamp,yes,yes,financing/training,TRUE,TRUE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,weekly,frequent,saco/mobile,FALSE,TRUE,TRUE,FALSE,FALSE,yes,29.52234,-2.48898,
35,kigeme,12,yesother,12,30,general/grocery,FALSE,TRUE,FALSE,FALSE,good,good,house,yes,no,five,increased,########,,,aroundcamp,no,yes,financing/training,TRUE,TRUE,other,FALSE,FALSE,FALSE,TRUE,Commercial bank,yes,weekly,frequent,saco,FALSE,TRUE,FALSE,FALSE,FALSE,no,29.52442,-2.48847,
36,kigeme,1,yesfamily,3,40,general/grocery,FALSE,TRUE,FALSE,FALSE,good,good,house,yes,no,five,increased,5/13/2012,,,aroundcamp,yes,no,training/financing,TRUE,TRUE,other,FALSE,FALSE,FALSE,TRUE,Buy more products for sale,yes,weekly,frequent,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.52437,-2.48846,
37,kigeme,2,yesother,2,15,grocery,FALSE,TRUE,FALSE,FALSE,good,good,house,yes,no,five,decrease,1/16/2017,,,aroundcamp,yes,yes,training,FALSE,TRUE,other,FALSE,FALSE,FALSE,TRUE,Buy maize with profits/ and store. Also bank account,yes,monthly,frequent,commbank,TRUE,FALSE,FALSE,FALSE,FALSE,yes,29.52561,-2.48676,
38,kigeme,40,yesfamily,40,20,clothing,TRUE,FALSE,FALSE,FALSE,good,poor,house,yes,no,five,increased,########,,,aroundcamp,yes,no,financing/training,TRUE,TRUE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,daily,monthly,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.52462,-2.48756,
39,kigeme,1,yesother,3,8,clothing,TRUE,FALSE,FALSE,FALSE,good,good,other,yes,no,four,increased,1/19/2015,,,aroundcamp,yes,yes,training,FALSE,TRUE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,monthly,frequent,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.52456,-2.4883,
40,kigeme,0,noemploy,,28,grocery,FALSE,TRUE,FALSE,FALSE,good,poor,daily,yes,no,five,remain,########,,,aroundcamp,yes,no,other,FALSE,FALSE,other,FALSE,FALSE,FALSE,TRUE,Spend it,yes,monthly,monthly,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,no,29.52339,-2.48542,
41,kigeme,0,noemploy,,80,grocery/general,FALSE,TRUE,FALSE,FALSE,good,good,daily,yes,no,five,increased,1/18/2015,,,aroundcamp,yes,yes,training,FALSE,TRUE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,weekly,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.52432,-2.48463,
42,kigeme,1,noemploy,,5,other,FALSE,FALSE,FALSE,FALSE,good,good,house,yes,no,five,remain,7/6/2012,,,aroundcamp,no,no,training,FALSE,TRUE,remittances,FALSE,TRUE,FALSE,FALSE,,yes,daily,frequent,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,no,29.51321,-2.49164,
43,kigeme,1,noemploy,,6,other,FALSE,FALSE,FALSE,FALSE,good,good,house,yes,no,four,increased,7/31/2013,,,aroundcamp,yes,no,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,weekly,frequent,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.50487,-2.49749,
44,kigeme,1,yeshost,3,7,business,FALSE,FALSE,FALSE,FALSE,good,good,house,yes,no,five,increased,########,,,aroundcamp,yes,yes,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,monthly,monthly,commbank,TRUE,FALSE,FALSE,FALSE,FALSE,yes,29.51321,-2.49164,
45,kigeme,1,noemploy,,10,business,FALSE,FALSE,FALSE,FALSE,good,good,house,yes,no,five,increased,7/6/2016,,,aroundcamp,yes,yes,financing,TRUE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,monthly,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.51321,-2.49164,
46,kigeme,1,noemploy,,8,clothing/other,TRUE,FALSE,FALSE,FALSE,damaged,good,nosell,yes,no,one,decrease,2/16/2013,,,districtonly,yes,no,training,FALSE,TRUE,underbed,TRUE,FALSE,FALSE,FALSE,,yes,monthly,daily,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.5232,-2.48271,
47,kigeme,2,yesfamily,1,10,other/clothing,TRUE,FALSE,FALSE,FALSE,good,good,nosell,yes,no,one,decrease,2/21/2015,,,aroundcamp,yes,no,other,FALSE,FALSE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,weekly,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.52344,-2.48325,
48,kigeme,3,yesfamily,2,15,other/restaurant,FALSE,FALSE,TRUE,FALSE,damaged,good,house,yes,no,three,decrease,########,,,aroundcamp,yes,no,training,FALSE,TRUE,underbed/other,TRUE,FALSE,FALSE,TRUE,Commercial bank,yes,weekly,daily,commbank,TRUE,FALSE,FALSE,FALSE,FALSE,yes,29.52176,-2.48307,
49,kigeme,2,yesfamily,1,5,other/clothing,TRUE,FALSE,FALSE,FALSE,damaged,damaged,nosell,yes,no,two,decrease,6/26/2012,,,aroundcamp,yes,yes,training,FALSE,TRUE,mobilemoney,FALSE,FALSE,TRUE,FALSE,,yes,weekly,monthly,mobile,FALSE,FALSE,TRUE,FALSE,FALSE,yes,29.52104,-2.48286,
50,kigeme,1,noemploy,,20,grocery,FALSE,TRUE,FALSE,FALSE,good,good,house,yes,no,one,decrease,8/6/2015,,,aroundcamp,yes,yes,training,FALSE,TRUE,other,FALSE,FALSE,FALSE,TRUE,Bank,yes,daily,daily,saco,FALSE,TRUE,FALSE,FALSE,FALSE,yes,29.52105,-2.48267,
51,kigeme,5,yesother,4,5,other,FALSE,FALSE,FALSE,FALSE,good,good,house,yes,no,one,decrease,8/4/2015,,,aroundcamp,yes,no,financing,TRUE,FALSE,underbed,TRUE,FALSE,FALSE,FALSE,,no,monthly,daily,nobank,FALSE,FALSE,FALSE,FALSE,TRUE,yes,29.52142,-2.48211,
